id,cte,name
7727191008,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7735093928,"[21095691, 21066213, 18445359, 28393751, 28536315]","['Швеллер 18п', 'Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Детская лопата пластмассовая 41 см средняя (99372)', 'Труба стальная водогазопроводная Ду 20х2,8', 'Дизельное Топливо налив ЕВРО 5']"
7724750113,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7714855565,"[19574614, 35007422, 16896776, 1448169, 26751454]","['Геотекстиль Д-200', 'Березовая метла', 'Филизол Н', 'Лист оцинкованный  0,8х1250х2500мм', 'Мешки для мусора 70*110 см 80мкм 120литров']"
7729414404,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7714283124,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7705031674,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7714097262,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7743023522,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7714045360,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7735062750,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7714082636,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7720152070,"[24272272, 1376881, 21066213, 34673043, 28432039]","['Шапочка ""Берет""', 'Бахилы', 'Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Перчатки одноразовые виниловые', 'Маска']"
7735598887,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7719138723,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7708006274,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7716237684,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
5031012693,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7723084936,"[34437844, 1207882, 28432039, 25898076, 1376881]","['Противогололедный реагент ПГМ -25', 'Бумага туалетная бытовая МЯГКИЙ ЗНАК, на втулке, белая', 'Маска', 'Салфетка антисептическая стерильная спиртовая (70% этиловый спирт) 110х125 мм', 'Бахилы']"
7732525418,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7733853690,"[19888661, 19672625, 1376881, 28432039, 24089899]","['Кружка 250 мл Лесовичок', 'Перчатки', 'Бахилы', 'Маска', 'Перчатки нитриловые']"
7733024083,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7719064084,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7716237691,"[17602759, 18022621, 34414454, 19895486, 1345602]","['Гипохлорит натрия технический марка А', 'Комплексная уборка помещений', 'Набор для детского творчества Гамма ""Юный художник"", 7 предметов, в подарочной коробке', 'ПОДАРОК УТРЕННИК, тубус, вес нетто 500 гр. Россия', 'Стакан одноразовый 200 мл']"
7726561792,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7727846494,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7734250208,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7703611221,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7720029197,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7721222323,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7710114340,"[1223381, 1203378, 34773518, 1376881, 16429493]","['Наушники с микрофоном (гарнитура) SVEN AP-U980MV, проводные, 2,2 м, объемный звук 7.1, черно-синие', 'Кресло оператора ""Престиж"", регулируемая спинка, с подлокотниками, кожзам, черное', 'Книга: Денискины рассказы', 'Бахилы', 'Электронные устройства маркировки и индивидуальной идентификации экземпляра на бумажной основе для маркировки библиотечного фонда']"
9715005363,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7720571804,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7733902193,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7727233787,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7716015258,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7725056395,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7731281039,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7727038056,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7714644959,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7713079503,"[23139821, 34259992, 35041859, 20559440, 34328080]","['Устройство для вливания инфузионных растворов с пластиковым шипом ', 'Шприц, PASCAL 2 мл', 'Пакет майка ПНД 28+14х50 см, 15 мкм,', 'Презервативы', 'Простыни гигиенические']"
7710177774,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7719013636,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7718220326,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7726737848,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7720270660,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7703363890,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7721314133,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7702038150,"[34818835, 33678707, 17166821, 16517161, 1260765]","['Изготовление бланков', 'Краска водоэмульсионная для внутренних работ, белая', 'Масло трансмиссионное ТАП-15В ( Литры )', 'Мука пшеничная', 'Бензин АИ-92']"
5027075370,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7727028555,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7736048847,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7711063681,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7708000882,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7702132064,"[34312505, 20052238, 26753219, 34258471, 19292468]","['Игла инъекционная 1,2х40мм', 'Устройство для вливания в малые вены - игла-бабочка 23G (0,60х19мм) SFM', 'Пробирка с активатором свертывания 6,0 мл (13х100мм.) Пластик /VacuLab/ 100', 'Вазофикс Сэйфти в/в катетер с портом, 20G, 33 мм, ПУР, клипса', 'Шпатель деревянный стерильный']"
7720001850,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7717017875,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7725034169,"[19672625, 17671721, 1402414, 1394368, 28432039]","['Перчатки', 'Стяжки (хомуты) кабельные 4х300', 'Вода Кашинская Кристальная', 'Бумага для офисной техники SvetoCopy', 'Маска']"
7729324609,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7710081367,"[23036753, 21066213, 34726784, 28398701, 1345602]","['Провод ПуВ 1х6 кв.мм. ГОСТ Кольчугино 450В белый', 'Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Кирпич полнотелый М100', 'Халат медицинский одноразового использования', 'Стакан одноразовый 200 мл']"
7727846180,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7730017480,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7736615285,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7729410368,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7728231302,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7705002602,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7721676165,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7707085481,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7706517001,"[24272272, 1376881, 21066213, 34673043, 28432039]","['Шапочка ""Берет""', 'Бахилы', 'Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Перчатки одноразовые виниловые', 'Маска']"
7709181695,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7707821043,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7733150673,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7710125487,"[1339310, 24089899, 34296055, 18022621, 1376881]","['Перчатки ЕСО диагностические нитриловые', 'Перчатки нитриловые', 'Перчатки медицинские хирургические стерильные латексные, размер 7,5', 'Комплексная уборка помещений', 'Бахилы']"
7713333012,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7728670701,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
5077000796,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7735515464,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7728007477,"[1339310, 24089899, 34296055, 18022621, 1376881]","['Перчатки ЕСО диагностические нитриловые', 'Перчатки нитриловые', 'Перчатки медицинские хирургические стерильные латексные, размер 7,5', 'Комплексная уборка помещений', 'Бахилы']"
7703570818,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7729200272,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7727063221,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7702036321,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7731522654,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7704242030,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7714972558,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7723927537,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7732111865,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7720800660,"[19574614, 35007422, 16896776, 1448169, 26751454]","['Геотекстиль Д-200', 'Березовая метла', 'Филизол Н', 'Лист оцинкованный  0,8х1250х2500мм', 'Мешки для мусора 70*110 см 80мкм 120литров']"
7734244420,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7728007156,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7721015574,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7728021231,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7716566209,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7713401544,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7715894310,"[1203926, 17101157, 21066213, 28432039, 1391071]","['Стол-парта 2-местный регулируемый ""Бюджет"", 1200х500х640-760 мм, рост 4-6, серый каркас, ЛДСП бук', 'Зажим клемма Wago 222-413 на 3 провода с рычажком 0,08-2,5 мм кв', 'Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Техническое обслуживание и текущий ремонт инженерных коммуникаций в зданиях']"
7730519779,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7704029538,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7731173259,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7723196358,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7731557784,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7713781889,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7713034164,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7725043780,"[1259786, 1376881, 28432039, 23533849, 19672625]","['Стирка и обработка белья', 'Бахилы', 'Маска', 'Молоко 3.2% ультрапастеризованное 1 л', 'Перчатки']"
7729788505,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7719043415,"[24272272, 19672625, 21066213, 28570632, 28432039]","['Шапочка ""Берет""', 'Перчатки', 'Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Салфетки антисептические из бумажного текстилеподобного материала стерильные ""М.К.Асептика"" спиртовые (70% этиловый спирт) ', 'Маска']"
7702833359,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7733672292,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7723595539,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7719029594,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
7736076587,"[21066213, 28432039, 1345602, 1376881, 24089899]","['Перчатки нитриловые неопудренные нестерильные смотровые INEKTA', 'Маска', 'Стакан одноразовый 200 мл', 'Бахилы', 'Перчатки нитриловые']"
