id,cte
7727028555,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7736048847,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7711063681,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7708000882,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7702132064,"[34312505, 20052238, 26750358, 34258471, 19292468]"
7720001850,"[1208289, 26186162, 21577492, 19672625, 19292468]"
7717017875,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7725034169,"[35002664, 19672625, 1236079, 17671721, 28432039]"
7729324609,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710081367,"[34726784, 23412730, 23036753, 34818835, 1345602]"
7727846180,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7730017480,"[17129862, 18127790, 1259786, 1417043, 26186162]"
7736615285,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729410368,"[1383854, 32333290, 1339310, 19672625, 24089899]"
7728231302,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7705002602,"[34325586, 1345602, 18649849, 34240664, 34818835]"
7721676165,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7707085481,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7706517001,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7709181695,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7707821043,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733150673,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710125487,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7713333012,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728670701,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5077000796,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7735515464,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728007477,"[34296055, 34827628, 19672625, 1345602, 1376881]"
7703570818,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729200272,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727063221,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7702036321,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731522654,"[23037084, 19672625, 1376881, 24089899, 32333290]"
7704242030,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7714972558,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723927537,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7732111865,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720800660,"[24156441, 20127257, 1325442, 35007422, 26751454]"
7734244420,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728007156,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721015574,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728021231,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7716566209,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713401544,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715894310,"[17101157, 33839303, 21066213, 28432039, 1391071]"
7730519779,"[34840077, 1376881, 28432039, 34818835, 34325586]"
7704029538,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731173259,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723196358,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7731557784,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713781889,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713034164,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7725043780,"[1192362, 35041859, 1465299, 1345602, 19672625]"
7729788505,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719043415,"[23869129, 23229690, 22989450, 19672625, 28432039]"
7702833359,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733672292,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723595539,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719029594,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7736076587,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727824902,"[20127257, 16429493, 24089899, 1376881, 1379622]"
7709210297,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727177370,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7705039232,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7722093624,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729530457,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721062542,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743068153,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719019363,"[19672625, 1376881, 24089899, 1345602, 28432039]"
9715217689,"[1237949, 1207608, 26751454, 18864895, 1391071]"
7705480398,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7732004550,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5074019220,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7725247752,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727267994,"[28450402, 34324598, 31405888, 34325586, 1345602]"
7720270701,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710350884,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733020995,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718230758,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704177310,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735128049,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7714342436,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7717038138,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5003021640,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733006687,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733150761,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743103915,"[24156441, 20127257, 1325442, 35007422, 26751454]"
7719247881,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7703173546,"[1345602, 19672625, 21066213, 24089899, 32333290]"
7727123537,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721267765,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7726317748,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720260372,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719894832,"[1383854, 32333290, 1339310, 19672625, 24089899]"
7720807143,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727190251,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735096823,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715969269,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7735525984,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721804748,"[1345602, 28432039, 1259786, 34325586, 1376881]"
7728887366,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733121993,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7722266186,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7737119096,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721237506,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733820977,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7715731322,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7709157090,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7737077872,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720325492,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7705041520,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5074014078,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7703014401,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713795923,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728261681,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7722086539,"[34770362, 1289074, 21066213, 1376881, 1345602]"
7743020747,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7727846487,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719046800,"[34770362, 1289074, 21066213, 1376881, 1345602]"
7728122631,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720080355,"[1345602, 28432039, 1259786, 34325586, 1376881]"
7729787389,"[24156441, 20127257, 1325442, 35007422, 26751454]"
7737078410,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7712019300,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7730160480,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7708057984,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733814148,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7726760660,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728261353,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727801856,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5007023408,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5003021368,"[35041859, 17671721, 34366616, 1345602, 34818835]"
7743656437,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718103950,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720270028,"[35064948, 16942420, 33985937, 34325586, 1376881]"
7713039050,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733091386,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704054943,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729421592,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7734703698,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733857776,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7726726998,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718261587,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723103970,"[34325586, 1345602, 18649849, 34240664, 34818835]"
7718997948,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724859424,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720809359,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731174051,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728007484,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735055979,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7727844923,"[28536315, 34770362, 21066213, 1376881, 32333290]"
7727506385,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7724078460,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7706055854,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721769980,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723589207,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718792108,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7734232015,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728229430,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7723396685,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729400426,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743940590,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728849434,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715303454,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7735096830,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7733051270,"[1415640, 34327976, 1207882, 21892424, 25898076]"
5003009280,"[34770362, 1289074, 21066213, 1376881, 1345602]"
7720086251,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7725242056,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7714204845,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7727801020,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7709083955,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719896830,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727031452,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7736669273,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7734099035,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7716202057,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7731088130,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720016173,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720675962,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7713385726,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710887485,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724807867,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721179357,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731202301,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713288793,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7733109058,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7730685409,"[23037084, 19672625, 1376881, 24089899, 32333290]"
7734233259,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7715304578,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719210793,"[19672625, 1376881, 24089899, 1345602, 28432039]"
9705101759,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729281183,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715632410,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7716199502,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7701827320,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720800941,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7717024086,"[34296055, 34827628, 19672625, 1345602, 1376881]"
7703021039,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704060915,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7702059311,"[1339310, 28450402, 32333290, 1376881, 19672625]"
7710881420,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727777459,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721692544,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7703063504,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7714805691,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704128715,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729785938,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7702744170,"[23037084, 19672625, 1376881, 24089899, 32333290]"
7714239823,"[16429493, 1339310, 25898076, 1376881, 1345602]"
5074021357,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735597700,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743085712,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719209131,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728246980,"[34840077, 1376881, 28432039, 34818835, 34325586]"
7703093185,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7707300259,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7736239810,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718938741,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720571836,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729531411,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718106782,"[16429493, 24089899, 24272272, 1376881, 28432039]"
7723169690,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724245600,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729720313,"[16429493, 24089899, 24272272, 1376881, 28432039]"
7725032108,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733167540,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718110852,"[34818835, 1259786, 28432039, 28143069, 1376881]"
7708108460,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723356160,"[34726784, 23412730, 23036753, 34818835, 1345602]"
7724598966,"[1383854, 32333290, 1339310, 19672625, 24089899]"
7714823958,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7702300551,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7736682034,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7725247657,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7720260340,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715303782,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718084200,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743623600,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729413009,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7732044545,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731022796,"[16429493, 24089899, 24272272, 1376881, 28432039]"
5025023087,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704022941,"[18022621, 34818835, 33695427, 28432039, 19672625]"
7723881258,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7703711868,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743864525,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7723339782,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7702058364,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7711076264,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735061980,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731147890,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718309983,"[26751454, 18892061, 33991325, 1376881, 1345602]"
7731281046,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5030033972,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720291042,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733054120,"[1459759, 21619186, 26750358, 28570632, 24272272]"
7716199414,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729041833,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704040242,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704222926,"[1339310, 28432039, 19672625, 25898076, 1376881]"
5048050866,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7725766797,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7726711536,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743069478,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733100217,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715714937,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7707078237,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7708071876,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7731038690,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7732119550,"[34325586, 1345602, 18649849, 34240664, 34818835]"
7709138322,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735598929,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7711065110,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710170930,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720584916,"[20127257, 16429493, 24089899, 1376881, 1379622]"
7703262612,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723323895,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7732112259,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7734132109,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7721033735,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735017860,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710929858,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7732016040,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718107120,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7701107820,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729123204,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7709811763,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713017810,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7729759977,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7709886600,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715106872,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728237583,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727260438,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715089433,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704159590,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7726510766,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7734686844,"[34296055, 34827628, 19672625, 1345602, 1376881]"
7726313447,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7702061938,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7712020137,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731284671,"[24156441, 20127257, 1325442, 35007422, 26751454]"
7715850351,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710005800,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715488815,"[24156441, 20127257, 1325442, 35007422, 26751454]"
7733904240,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7703806277,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719643998,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704253064,"[34325586, 24089899, 21066213, 19672625, 28432039]"
5003102031,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720261048,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7716200170,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7708004929,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5003096290,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723541188,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704204959,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704198381,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7734687492,"[1383854, 32333290, 1339310, 19672625, 24089899]"
7727203790,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720792271,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7705871955,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720093523,"[1345602, 19672625, 21066213, 24089899, 32333290]"
7726065787,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7717709594,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718901205,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7717067481,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7701356086,"[34840077, 1376881, 28432039, 34818835, 34325586]"
7723010853,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724035635,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7703111067,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715628050,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7736614860,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7707100027,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7714923649,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723929012,"[23037084, 19672625, 1376881, 24089899, 32333290]"
7720042247,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728025109,"[34818835, 19895486, 1402414, 1394368, 34325586]"
7726047114,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7718193658,"[1268645, 1207882, 19672625, 34325586, 1376881]"
7709157406,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7702209366,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5074019252,"[16429493, 24089899, 24272272, 1376881, 28432039]"
7719163600,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7726318396,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719815774,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7715196837,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733558487,"[26751454, 18892061, 33991325, 1376881, 1345602]"
7731479261,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7736133845,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7726076612,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7703742922,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7731063560,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7743024068,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7709944805,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721032971,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7719882717,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731034752,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718261509,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713757043,"[1345602, 19672625, 21066213, 24089899, 32333290]"
7713210236,"[25898076, 16429493, 1383854, 28432039, 34325586]"
7719039715,"[19672625, 1376881, 24089899, 1345602, 28432039]"
